id,word,pos,cefr,priority
1874,mass,n.; adj.,B2,2
1875,massive,adj.,B2,2
1876,master,n.,B2,3
1877,match,n.; v.,A2,2
1878,matching,adj.,B2,2
1879,mate,n.; v.,B1,2
1880,material,n.; adj.,B1,2
1881,mathematics,n.,A2,3
1882,matter,n.; v.,A2,2
1883,maximum,adj.; n.,B1,2
1884,may,modal; v.,A2,1
1885,May,n.,A1,3
1886,maybe,adv.,A2,1
1887,mayor,n.,B2,3
1888,me,pron.,A1,1
1889,meal,n.,A1,3
1890,mean,v.,A2,2
1891,meaning,n.,B1,3
1892,means,n.,B2,3
1893,meanwhile,adv.,B1,1
1894,measure,v.; n.,B2,2
1895,measurement,n.,B2,3
1896,meat,n.,A1,3
1897,media,n.,B2,3
1898,medical,adj.,B2,2
1899,medicine,n.,A2,3
1900,medium,adj.; n.,B1,2
1901,meet,v.,A1,2
1902,meeting,n.,A2,3
1903,melt,v.,B2,2
1904,member,n.,A2,3
1905,membership,n.,B1,3
1906,memory,n.,A2,3
1907,mental,adj.,B2,2
1908,mentally,adv.,B2,1
1909,mention,v.,B1,2
1910,menu,n.,A2,3
1911,mere,adj.,B2,2
1912,merely,adv.,B2,1
1913,mess,n.,B1,3
1914,message,n.,A1,3
1915,metal,n.,B1,3
1916,method,n.,B1,3
1917,metre,n.,A2,3
1918,mg,abbr. milligram,B1,1
1919,mid- combining form,,B2,3
1920,midday,n.,A2,3
1921,middle,n.; adj.,A2,2
1922,midnight,n.,A2,3
1923,might,modal; v.,A2,1
1924,mild,adj.,B1,2
1925,mile,n.,B1,3
1926,military,adj.,B2,2
1927,milk,n.,A1,3
1928,milligram,n.; abbr. mg,B1,1
1929,millimetre,n.; abbr. mm,B1,1
1930,mind,n.; v.,B1,2
1931,mine,pron.; n.,A2,1
1932,mineral,n.; adj.,A2,2
1933,minimum,adj.; n.,B1,2
1934,minister,n.,B2,3
1935,ministry,n.,C1,3
1936,minor,adj.,B2,2
1937,minority,n.,B2,3
1938,minute,n.,A1,3
1939,mirror,n.,A2,3
1940,Miss,n.,A1,3
1941,miss,v.; n.,A2,2
1942,missing,adj.,A2,2
1943,mistake,n.; v.,A2,2
1944,mistaken,adj.,C1,2
1945,mix,v.; n.,A2,2
1946,mixed,adj.,A2,2
1947,mixture,n.,B2,3
1948,mm,abbr. millimetre,B1,1
1949,mobile,adj.,A1,2
1950,mobile phone,n.,A1,3
1951,model,n.,A2,3
1952,modern,adj.,A2,2
1953,mom,n.,A1,3
1954,moment,n.,A2,3
1955,Monday),n.; abbr. Mo(n.,A1,1
1956,money,n.,A1,3
1957,monitor,n.; v.,B2,2
1958,month,n.,A1,3
1959,mood,n.,B1,3
1960,moon,n.,A2,3
1961,moral,adj.,B2,2
1962,morally,adv.,B2,1
1963,more,det.; pron.; adv.,A1,1
1964,moreover,adv.,B2,1
1965,morning,n.,A1,3
1966,most,det.; pron.; adv.,A2,1
1967,mostly,adv.,B1,1
1968,mother,n.,A1,3
1969,motion,n.,C2,3
1970,motor,n.,B2,3
1971,motorcycle,n.,A2,3
1972,mount,v.; n.,C2,2
1973,mountain,n.,A2,3
1974,mouse,n.,A2,3
1975,mouth,n.,A1,3
1976,move,v.; n.,A2,2
1977,movement,n.,B2,3
1978,movie,n.,A1,3
1979,movie theater,n.,A2,3
1980,moving,adj.,B2,2
1981,Mr,abbr.,A1,1
1982,Mrs,abbr.,A1,1
1983,Ms,abbr.,A2,1
1984,much,det.; pron.; adv.,A1,1
1985,mud,n.,B2,3
1986,multiply,v.,B2,2
1987,mum,n.,A1,3
1988,murder,n.; v.,B1,2
1989,muscle,n.,B2,3
1990,museum,n.,A1,3
1991,music,n.,A1,3
1992,musical,adj.,A2,2
1993,musician,n.,B1,3
1994,must,v.,A2,2
1995,my,det.,A1,1
1996,myself,pron.,A2,1
1997,mysterious,adj.,B2,2
1998,mystery,n.,B1,3
1999,nail,n.,B2,3
2000,naked,adj.,B2,2
2001,name,n.; v.,A1,2
2002,narrow,adj.,B1,2
2003,nation,n.,B2,3
2004,national,adj.,A2,2
2005,natural,adj.,B1,2
2006,naturally,adv.,B2,1
2007,nature,n.,A2,3
2008,navy,n.,B2,3
2009,near,adj.; adv.; prep.,A1,1
2010,nearby,adj.; adv.,B1,1
2011,nearly,adv.,A2,1
2012,neat,adj.,B1,2
2013,neatly,adv.,C1,1
2014,necessarily,adv.,B2,1
2015,necessary,adj.,B1,2
2016,neck,n.,A2,3
2017,need,v.; modal; v.; n.,A1,1
2018,needle,n.,B2,3
2019,negative,adj.,A2,2
2020,neighbour,n.,A2,3
2021,neighbourhood,n.,B1,3
2022,neither,det.; pron.; adv.,B2,1
2023,nephew,n.,B1,3
2024,nerve,n.,C1,3
2025,nervous,adj.,B1,2
2026,nervously,adv.,B2,1
2027,nest,n.; v.,C2,2
2028,net,n.,A2,3
2029,network,n.,B2,3
2030,never,adv.,A1,1
2031,nevertheless,adv.,B2,1
2032,new,adj.,A1,2
2033,newly,adv.,B2,1
2034,news,n.,A2,3
2035,newspaper,n.,A1,3
2036,next,adj.; adv.; n.,A1,1
2037,next to,prep.,A2,1
2038,nice,adj.,A1,2
2039,nicely,adv.,B2,1
2040,niece,n.,B1,3
2041,night,n.,A1,3
2042,no,exclamation; det.,A1,1
2043,"no one, nobody",,A2,3
2044,No.,abbr. number,A1,1
2045,nobody,pron.,A2,1
2046,noise,n.,A1,3
2047,noisily,adv.,B1,1
2048,noisy,adj.,A2,2
2049,non-,prefix,B2,3
2050,none,pron.,B1,1
2051,nonsense,n.,B2,3
2052,nor,conj.; adv.,B2,1
2053,normal,adj.; n.,A2,2
2054,normally,adv.,B1,1
2055,north,n.; adj.; adv.,A2,1
2056,northern,adj.,B1,2
2057,nose,n.,A1,3
2058,not,adv.,A1,1
2059,note,n.; v.,A1,2
2060,nothing,pron.,A2,1
2061,notice,n.; v.,A2,2
2062,noticeable,adj.,C1,2
2063,novel,n.,B1,3
2064,November),n.; abbr. No(v.,A1,1
2065,now,adv.,A1,1
2066,nowhere,adv.,B1,1
2067,nuclear,adj.,B2,2
2068,number,"abbr. No., no.; n.",A1,1
2069,nurse,n.,A2,3
2070,nut,n.,B2,3
2071,o’clock,adv.,A1,1
2072,obey,v.,B2,2
2073,object,n.; v.,B1,2
2074,objective,n.; adj.,B2,2
2075,observation,n.,B2,3
2076,observe,v.,B2,2
2077,obtain,v.,B2,2
2078,obvious,adj.,B1,2
2079,obviously,adv.,B1,1
2080,occasion,n.,B1,3
2081,occasionally,adv.,B2,1
2082,occupied,adj.,B2,2
2083,occupy,v.,B2,2
2084,occur,v.,B2,2
2085,ocean,n.,B1,3
2086,October,n.; abbr. Oct.,A1,1
2087,odd,adj.,B2,2
2088,oddly,adv.,C2,1
2089,of,prep.,A1,1
2090,of course,,A1,3
2091,off,adv.; prep.,A2,1
2092,offence,n.,B2,3
2093,offend,v.,B2,2
2094,offensive,adj.,B2,2
2095,offer,v.; n.,A2,2
2096,office,n.,A2,3
2097,officer,n.,B1,3
2098,official,adj.; n.,B2,2
2099,officially,adv.,C1,1
2100,often,adv.,A1,1
2101,oh,exclamation,A1,3
2102,oil,n.,A2,3
2103,OK,exclamation; adj.; adv.,A1,1
2104,old,adj.,A1,2
2105,old-fashioned,adj.,B1,2
2106,on,prep.; adv.,A1,1
2107,on board,,B1,3
2108,on purpose,,B1,3
2109,once,adv.; conj.,A2,1
2110,one,number; det.; pron.,A1,1
2111,"one another, each other",,B1,3
2112,onion,n.,A2,3
2113,only,adj.; adv.,A1,1
2114,onto,prep.,B1,1
2115,open,adj.; v.,A1,2
2116,opening,n.,B2,3
2117,openly,adv.,C1,1
2118,operate,v.,B1,2
2119,operation,n.,B1,3
2120,opinion,n.,B1,3
2121,opponent,n.,B2,3
2122,opportunity,n.,B1,3
2123,oppose,v.,B2,2
2124,opposed to,,C1,3
2125,opposing,adj.,B2,2
2126,opposite,adj.; adv.; n.; prep.,A2,1
2127,opposition,n.,C1,3
2128,option,n.,B1,3
2129,or,conj.,A1,1
2130,orange,n.; adj.,A1,2
2131,order,n.; v.,A2,2
2132,ordinary,adj.,B1,2
2133,organ,n.,C1,3
2134,organization,n.,B1,3
2135,organize,v.,B1,2
2136,organized,adj.,B2,2
2137,origin,n.,B2,3
2138,original,adj.; n.,B1,2
2139,originally,adv.,B2,1
2140,other,adj.; pron.,A1,1
2141,otherwise,adv.,B1,1
2142,ought to,modal; v.,B1,1
2143,our,det.,A1,1
2144,ours,pron.,A2,1
2145,ourselves,pron.,A2,1
2146,out,adv.; prep.,A2,1
2147,outdoor,adj.,B1,2
2148,outdoors,adv.,B1,1
2149,outer,adj.,B2,2
2150,outline,v.; n.,B2,2
2151,output,n.,C2,3
2152,outside,n.; adj.; prep.; adv.,A1,1
2153,outstanding,adj.,B2,2
2154,oven,n.,B1,3
2155,over,adv.; prep.,A2,1
2156,overall,adj.; adv.,B2,1
2157,overcome,v.,B2,2
2158,owe,v.,B1,2
2159,own,adj.; pron.; v.,A2,1
2160,owner,n.,B1,3
2161,p,"abbr. page, penny",A1,1
2162,p.m.,abbr.,A1,1
2163,pace,n.,B2,3
2164,pack,v.; n.,A2,2
2165,package,n.; v.,B2,2
2166,packaging,n.,B2,3
2167,packet,n.,B1,3
2168,page,n.; abbr. p,A1,1
2169,pain,n.,A2,3
2170,painful,adj.,B1,2
2171,paint,n.; v.,A1,2
2172,painter,n.,A2,3
2173,painting,n.,A2,3
2174,pair,n.,A1,3
2175,palace,n.,B1,3
2176,pale,adj.,A2,2
2177,pan,n.,B1,3
2178,panel,n.,C1,3
2179,pants,n.,B1,3
2180,paper,n.,A1,3
2181,parallel,adj.,C2,2
2182,parent,n.,A1,3
2183,park,n.; v.,A1,2
2184,parliament,n.,B2,3
2185,part,n.,A1,3
2186,particular,adj.,B2,2
2187,particularly,adv.,B1,1
2188,partly,adv.,B1,1
2189,partner,n.,A2,3
2190,partnership,n.,B2,3
2191,party,n.,A1,3
2192,pass,v.,A2,2
2193,passage,n.,B2,3
2194,passenger,n.,A2,3
2195,passing,n.; adj.,B1,2
2196,passport,n.,A2,3
2197,past,adj.; n.; prep.; adv.,A2,1
2198,path,n.,A2,3
2199,patience,n.,B2,3
2200,patient,n.; adj.,B1,2
2201,pattern,n.,B1,3
2202,pause,v.; n.,B1,2
2203,pay,v.; n.,A1,2
2204,pay attention,,B1,3
2205,payment,n.,B2,3
2206,peace,n.,B1,3
2207,peaceful,adj.,B1,2
2208,peak,n.,B1,3
2209,pen,n.,A1,3
2210,pence,n.,A2,3
2211,pencil,n.,A1,3
2212,penny,,B1,3
2213,penny,n.; abbr. p,B1,1
2214,pension,n.,B2,3
2215,people,n.,A1,3
2216,pepper,n.,A2,3
2217,per,prep.,A2,1
2218,per cent,n.; adj.; adv.,B1,1
2219,perfect,adj.,A2,2
2220,perfectly,adv.,B1,1
2221,perform,v.,B1,2
2222,performance,n.,B1,3
2223,performer,n.,B1,3
2224,perhaps,adv.,A2,1
2225,period,n.,B1,3
2226,permanent,adj.,B1,2
2227,permanently,adv.,B2,1
2228,permission,n.,B1,3
2229,permit,v.,B1,2
2230,person,n.,A1,3
2231,personal,adj.,B1,2
2232,personality,n.,B2,3
2233,personally,adv.,B1,1
2234,persuade,v.,B1,2
2235,pet,n.,A1,3
2236,petrol,n.,A2,3
2237,phase,n.,B2,3
2238,philosophy,n.,B2,3
2239,"phone, telephone",,A1,3
2240,photocopy,n.; v.,B1,2
2241,"photograph,)",n.; v.; also photo (n.,A2,2
2242,photographer,n.,A2,3
2243,photography,n.,A2,3
2244,phrase,n.,B1,3
2245,physical,adj.,B2,2
2246,physically,adv.,B2,1
2247,physics,n.,A2,3
2248,piano,n.,A2,3
2249,pick,v.,B1,2
2250,pick sth up,,A2,3
2251,picture,n.,A1,3
2252,piece,n.,A2,3
2253,pig,n.,A1,3
2254,pile,n.; v.,B1,2
2255,pill,n.,B1,3
2256,pilot,n.,A2,3
2257,pin,n.; v.,B1,2
2258,pink,adj.; n.,A2,2
2259,pint,n.; abbr. pt,B2,1
2260,pipe,n.,B1,3
2261,pitch,n.,B2,3
2262,pity,n.,B2,3
2263,place,n.; v.,A1,2
2264,plain,adj.,B1,2
2265,plan,n.; v.,A2,2
2266,plane,n.,A1,3
2267,planet,n.,B1,3
2268,planning,n.,B2,3
2269,plant,n.; v.,A1,2
2270,plastic,n.; adj.,A2,2
2271,plate,n.,A1,3
2272,platform,n.,A2,3
2273,play,v.; n.,A1,2
2274,player,n.,A1,3
2275,pleasant,adj.,A2,2
2276,pleasantly,adv.,B1,1
2277,please,exclamation; v.,A1,2
2278,pleased,adj.,A2,2
2279,pleasing,adj.,A2,2
2280,pleasure,n.,B1,3
2281,plenty,pron.; adv.; n.; det.,B1,1
2282,plot,n.; v.,B2,2
2283,plug,n.,B1,3
2284,plus,prep.; n.; adj.; conj.,A2,1
2285,pocket,n.,A2,3
2286,poem,n.,B1,3
2287,poetry,n.,B1,3
2288,point,n.; v.,B1,2
2289,pointed,adj.,B2,2
2290,poison,n.; v.,B2,2
2291,poisonous,adj.,B2,2
2292,pole,n.,C2,3
2293,police,n.,A2,3
2294,policy,n.,B2,3
2295,polish,n.; v.,B2,2
2296,polite,adj.,A2,2
2297,politely,adv.,B1,1
2298,political,adj.,B1,2
2299,politically,adv.,C1,1
2300,politician,n.,B1,3
2301,politics,n.,B1,3
2302,pollution,n.,B1,3
2303,pool,n.,A2,3
2304,poor,adj.,A1,2
2305,pop,n.; v.,A2,2
2306,popular,adj.,A2,2
2307,population,n.,B1,3
2308,port,n.,B1,3
2309,pose,v.; n.,C1,2
2310,position,n.,B1,3
2311,positive,adj.,B1,2
2312,possess,v.,C1,2
2313,possession,n.,B2,3
2314,possibility,n.,B1,3
2315,possible,adj.,A1,2
2316,possibly,adv.,A2,1
2317,post,n.; v.,A2,2
2318,post office,n.,A2,3
2319,pot,n.,B1,3
2320,potato,n.,A1,3
2321,potential,adj.; n.,B2,2
2322,potentially,adv.,B2,1
2323,pound,n.,A2,3
2324,pour,v.,B1,2
2325,powder,n.,B1,3
2326,power,n.,B1,3
2327,powerful,adj.,B1,2
2328,practical,adj.,B2,2
2329,practically,adv.,B2,1
2330,practice,n.; v.,A2,2
2331,practise,v.,A1,2
2332,praise,n.; v.,B2,2
2333,prayer,n.,B1,3
2334,precise,adj.,B2,2
2335,precisely,adv.,B2,1
2336,predict,v.,B1,2
2337,prefer,v.,A2,2
2338,preference,n.,B2,3
2339,pregnant,adj.,B1,2
2340,premises,n.,C1,3
2341,preparation,n.,B2,3
2342,prepare,v.,A2,2
2343,prepared,adj.,A2,2
2344,presence,n.,B2,3
2345,present,adj.; n.; v.,A1,2
2346,presentation,n.,B1,3
2347,preserve,v.,B2,2
2348,president,n.,B1,3
2349,press,n.; v.,B1,2
2350,pressure,n.,B2,3
2351,presumably,adv.,B2,1
2352,pretend,v.,B2,2
2353,pretty,adv.; adj.,A2,1
2354,prevent,v.,B1,2
2355,previous,adj.,B1,2
2356,previously,adv.,B1,1
2357,price,n.,A2,3
2358,pride,n.,B2,3
2359,priest,n.,B1,3
2360,primarily,adv.,B2,1
2361,primary,adj.,B2,2
2362,prime minister,n.,B2,3
2363,prince,n.,B1,3
2364,princess,n.,B1,3
2365,principle,n.,C1,3
2366,print,v.; n.,A2,2
2367,printer,n.,A2,3
2368,printing,n.,A2,3
2369,prior,adj.,C1,2
2370,priority,n.,B2,3
2371,prison,n.,B1,3
2372,prisoner,n.,B1,3
2373,private,adj.,B1,2
2374,privately,adv.,B2,1
2375,prize,n.,A2,3
2376,probable,adj.,B2,2
2377,probably,adv.,A2,1
2378,problem,n.,A2,3
2379,procedure,n.,B2,3
2380,proceed,v.,C1,2
2381,process,n.; v.,B2,2
2382,produce,v.,B1,2
2383,producer,n.,B2,3
2384,product,n.,B1,3
2385,production,n.,B2,3
2386,profession,n.,B1,3
2387,professional,adj.; n.,B1,2
2388,professor,n.,B1,3
2389,profit,n.,B2,3
2390,program,n.; v.,A2,2
2391,programme,n.,A2,3
2392,progress,n.; v.,B1,2
2393,project,n.; v.,A2,2
2394,promise,v.; n.,B1,2
2395,promote,v.,B1,2
2396,promotion,n.,B2,3
2397,prompt,adj.; v.,B2,2
2398,promptly,adv.,B2,1
2399,pronounce,v.,B1,2
2400,pronunciation,n.,B1,3
2401,proof,n.,B2,3
2402,proper,adj.,B1,2
2403,properly,adv.,B1,1
2404,property,n.,B1,3
2405,proportion,n.,C1,3
2406,proposal,n.,B2,3
2407,propose,v.,B2,2
2408,prospect,n.,B2,3
2409,protect,v.,B1,2
2410,protection,n.,B2,3
2411,protest,n.; v.,B2,2
2412,proud,adj.,B1,2
2413,proudly,adv.,B2,1
2414,prove,v.,B1,2
2415,provide,v.,B1,2
2416,provided,conj.,B2,1
2417,pt,abbr. pint,B2,1
2418,pub,n.,A2,3
2419,public,adj.; n.,B1,2
2420,publication,n.,B2,3
2421,publicity,n.,B2,3
2422,publicly,adv.,C1,1
2423,publish,v.,B1,2
2424,publishing,n.,B1,3
2425,pull,v.; n.,A2,2
2426,punch,v.; n.,B2,2
2427,punish,v.,B1,2
2428,punishment,n.,B2,3
2429,pupil,n.,A2,3
2430,purchase,n.; v.,B2,2
2431,pure,adj.,B1,2
2432,purely,adv.,C1,1
2433,purple,adj.; n.,A2,2
2434,purpose,n.,B1,3
2435,pursue,v.,C1,2
2436,push,v.; n.,A2,2
2437,put,v.,A1,2
2438,put sth on,,A2,3
2439,put sth out,,B1,3
2440,qualification,n.,B1,3
2441,qualified,adj.,B1,2
2442,qualify,v.,B2,2
2443,quality,n.,B1,3
2444,quantity,n.,B1,3
2445,quarter,n.,A1,3
2446,queen,n.,A2,3
2447,question,n.; v.,A1,2
2448,quick,adj.,A1,2
2449,quickly,adv.,A2,1
2450,quiet,adj.,A2,2
2451,quietly,adv.,B1,1
2452,quit,v.,B1,2
2453,quite,adv.,A2,1
2454,quote,v.,C1,2
2455,race,n.; v.,A2,2
2456,racing,n.,A2,3
2457,radio,n.,A1,3
2458,rail,n.,B1,3
2459,railway,n.,A2,3
2460,rain,n.; v.,A1,2
2461,raise,v.,B1,2
2462,range,n.,B1,3
2463,rank,n.; v.,C1,2
2464,rapid,adj.,B2,2
2465,rapidly,adv.,B2,1
2466,rare,adj.,B1,2
2467,rarely,adv.,B1,1
2468,rate,n.; v.,B1,2
2469,rather,adv.,B1,1
2470,rather than,,B1,3
2471,raw,adj.,B1,2
2472,re-,prefix,B2,3
2473,reach,v.,B1,2
2474,react,v.,B2,2
2475,reaction,n.,B2,3
2476,read,v.,A1,2
2477,reader,n.,B1,3
2478,reading,n.,A1,3
2479,ready,adj.,A1,2
2480,real,adj.,A2,2
2481,realistic,adj.,B1,2
2482,reality,n.,B2,3
2483,realize,v.,B1,2
2484,really,adv.,A1,1
2485,"really, real",,A2,3
2486,rear,n.; adj.,B2,2
2487,reason,n.,A2,3
2488,reasonable,adj.,B1,2
2489,reasonably,adv.,B1,1
2490,recall,v.,B2,2
2491,receipt,n.,A2,3
2492,receive,v.,A2,2
2493,recent,adj.,B1,2
2494,recently,adv.,B1,1
2495,reception,n.,B1,3
2496,reckon,v.,B2,2
2497,recognition,n.,C2,3
2498,recognize,v.,B1,2
2499,recommend,v.,B1,2
2500,record,n.; v.,A2,2
2501,recording,n.,B1,3
2502,recover,v.,B1,2
2503,red,adj.; n.,A1,2
2504,reduce,v.,B1,2
2505,reduction,n.,B2,3
2506,refer to,v.,B2,2
2507,reference,n.,B2,3
2508,reflect,v.,B2,2
2509,reform,v.; n.,C2,2
2510,refrigerator,n.,A1,3
2511,refusal,n.,C1,3
2512,refuse,v.,B1,2
2513,regard,v.; n.,B2,2
2514,regarding,prep.,B1,1
2515,region,n.,B1,3
2516,regional,adj.,B2,2
2517,register,v.; n.,B1,2
2518,regret,v.; n.,B1,2
2519,regular,adj.,B1,2
2520,regularly,adv.,B1,1
2521,regulation,n.,B2,3
2522,reject,v.,B2,2
2523,relate,v.,C2,2
2524,related,adj.,C1,2
2525,relation,n.,B1,3
2526,relationship,n.,B1,3
2527,relative,adj.; n.,B1,2
2528,relatively,adv.,B2,1
2529,relax,v.,B1,2
2530,relaxed,adj.,B1,2
2531,relaxing,adj.,B1,2
2532,release,v.; n.,B2,2
2533,relevant,adj.,B2,2
2534,relief,n.,B2,3
2535,religion,n.,B1,3
2536,religious,adj.,B2,2
2537,rely on,v.,B2,2
2538,remain,v.,B1,2
2539,remaining,adj.,B2,2
2540,remains,n.,B2,3
2541,remark,n.; v.,B2,2
2542,remarkable,adj.,B2,2
2543,remarkably,adv.,C1,1
2544,remember,v.,A1,2
2545,remind,v.,B1,2
2546,remote,adj.,B2,2
2547,removal,n.,B2,3
2548,remove,v.,B1,2
2549,rent,n.; v.,A2,2
2550,rented,adj.,A2,2
2551,repair,v.; n.,A2,2
2552,repeat,v.,A2,2
2553,repeated,adj.,C2,2
2554,repeatedly,adv.,C1,1
2555,replace,v.,B1,2
2556,reply,n.; v.,B1,2
2557,report,v.; n.,B1,2
2558,represent,v.,B2,2
2559,representative,n.; adj.,B2,2
2560,reproduce,v.,C1,2
2561,reputation,n.,B2,3
2562,request,n.; v.,B1,2
2563,require,v.,B1,2
2564,requirement,n.,B2,3
2565,rescue,v.; n.,B1,2
2566,research,n.,B1,3
2567,reservation,n.,B1,3
2568,reserve,v.; n.,B1,2
2569,resident,n.; adj.,B2,2
2570,resist,v.,B2,2
2571,resistance,n.,C2,3
2572,resolve,v.,C1,2
2573,resort,n.,B1,3
2574,resource,n.,B2,3
2575,respect,n.; v.,B1,2
2576,respond,v.,B2,2
2577,response,n.,B2,3
2578,responsibility,n.,B2,3
2579,responsible,adj.,B2,2
2580,rest,n.; v.,A2,2
2581,restaurant,n.,A1,3
2582,restore,v.,B2,2
2583,restrict,v.,C1,2
2584,restricted,adj.,C1,2
2585,restriction,n.,C1,3
2586,result,n.; v.,B1,2
2587,retain,v.,C2,2
2588,retire,v.,B1,2
2589,retired,adj.,B2,2
2590,retirement,n.,B2,3
2591,return,v.; n.,A2,2
2592,reveal,v.,B2,2
2593,reverse,v.; n.,B2,2
2594,review,n.; v.,B2,2
2595,revise,v.,B1,2
2596,revision,n.,B1,3
2597,revolution,n.,B2,3
2598,reward,n.; v.,B1,2
2599,rhythm,n.,B2,3
2600,rice,n.,A1,3
2601,rich,adj.,A2,2
2602,rid: get rid of,v.,B1,2
2603,ride,v.; n.,A1,2
2604,rider,n.,B1,3
2605,ridiculous,adj.,B2,2
2606,riding,n.,A2,3
2607,right,adj.; adv.; n.,A1,1
2608,rightly,adv.,B2,1
2609,ring,n.; v.,A2,2
2610,rise,n.; v.,B1,2
2611,risk,n.; v.,B2,2
2612,rival,n.; adj.,C1,2
2613,river,n.,A1,3
2614,road,n.,A1,3
2615,rob,v.,B1,2
2616,rock,n.,A2,3
2617,role,n.,B1,3
2618,roll,n.; v.,B2,2
2619,romantic,adj.,B1,2
2620,roof,n.,A2,3
2621,room,n.,A1,3
2622,root,n.,B2,3
2623,rope,n.,B2,3
2624,rough,adj.,B1,2
2625,roughly,adv.,B2,1
2626,round,adj.; adv.; prep.; n.,A2,1
2627,rounded,adj.,A2,2
2628,route,n.,B1,3
2629,routine,n.; adj.,B1,2
2630,row,n.,B1,3
2631,royal,adj.,B2,2
2632,rub,v.,B2,2
2633,rubber,n.,A2,3
2634,rubbish,n.,B1,3
2635,rude,adj.,B1,2
2636,rudely,adv.,C1,1
2637,ruin,v.; n.,B1,2
2638,ruined,adj.,B2,2
2639,rule,n.; v.,B1,2
2640,ruler,n.,A2,3
2641,rumour,n.,B2,3
2642,run,v.; n.,A1,2
2643,runner,n.,A2,3
2644,running,n.,A2,3
2645,rural,adj.,B2,2
2646,rush,v.; n.,B2,2
2647,sack,n.; v.,B2,2
2648,sad,adj.,A1,2
2649,sadly,adv.,B2,1
2650,sadness,n.,B2,3
2651,safe,adj.,A1,2
2652,safely,adv.,B1,1
2653,safety,n.,B2,3
2654,sail,v.; n.,B1,2
2655,sailing,n.,B1,3
2656,sailor,n.,B1,3
2657,salad,n.,A2,3
2658,salary,n.,B1,3
2659,sale,n.,A2,3
2660,salt,n.,A1,3
2661,salty,adj.,B2,2
2662,same,adj.; pron.,A1,1
2663,sample,n.,B2,3
2664,sand,n.,B1,3
2665,satisfaction,n.,B2,3
2666,satisfied,adj.,B1,2
2667,satisfy,v.,B2,2
2668,satisfying,adj.,B2,2
2669,Saturday,n.; abbr. Sat.,A1,1
2670,sauce,n.,A2,3
2671,save,v.,A2,2
2672,saving,n.,C1,3
2673,say,v.,A1,2
2674,scale,n.,B2,3
2675,scare,v.; n.,C1,2
2676,scared,adj.,B2,2
2677,scene,n.,B1,3
2678,schedule,n.; v.,B2,2
2679,scheme,n.,B2,3
2680,school,n.,A1,3
2681,science,n.,A2,3
2682,scientific,adj.,B1,2
2683,scientist,n.,B1,3
2684,scissors,n.,A2,3
2685,score,n.; v.,B1,2
2686,scratch,v.; n.,B2,2
2687,scream,v.; n.,B1,2
2688,screen,n.,A2,3
2689,screw,n.; v.,B2,2
2690,sea,n.,A1,3
2691,seal,n.; v.,B2,2
2692,search,n.; v.,B1,2
2693,season,n.,B1,3
2694,seat,n.,A2,3
2695,second,det.; ordinal number; adv.; n.,A1,1
2696,secondary,adj.,B1,2
2697,secret,adj.; n.,B1,2
2698,secretary,n.,A2,3
2699,secretly,adv.,B1,1
2700,section,n.,B1,3
2701,sector,n.,C1,3
2702,secure,adj.; v.,B2,2
2703,security,n.,B1,3
2704,see,v.,A1,2
2705,seed,n.,B2,3
2706,seek,v.,B2,2
2707,seem,linking verb,B1,3
2708,select,v.,B1,2
2709,selection,n.,B2,3
2710,self-,combining form,B2,3
2711,self,n.,C1,3
2712,sell,v.,A2,2
2713,senate,n.,C2,3
2714,senator,n.,C2,3
2715,send,v.,A1,2
2716,senior,adj.; n.,B2,2
2717,sense,n.,B1,3
2718,sensible,adj.,B1,2
2719,sensitive,adj.,B2,2
2720,sentence,n.,A1,3
2721,separate,adj.; v.,B1,2
2722,separated,adj.,B2,2
2723,separately,adv.,B2,1
2724,separation,n.,B2,3
2725,September,n.; abbr. Sept.,A1,1
2726,series,n.,B1,3
2727,serious,adj.,B1,2
2728,seriously,adv.,B1,1
2729,servant,n.,B2,3
2730,serve,v.,A2,2
2731,service,n.,B1,3
2732,session,n.,B1,3
2733,set,n.; v.,B1,2
2734,set fire to,,C2,3
2735,settle,v.,B2,2
2736,several,det.; pron.,A2,1
2737,severe,adj.,B2,2
2738,severely,adv.,B2,1
2739,sew,v.,B1,2
2740,sewing,n.,C1,3
2741,sex,n.,B1,3
2742,sexual,adj.,B2,2
2743,sexually,adv.,B2,1
2744,shade,n.,B1,3
2745,shadow,n.,B1,3
2746,shake,v.; n.,B1,2
2747,shall,modal; v.,A2,1
2748,shallow,adj.,B2,2
2749,shame,n.,C1,3
2750,shape,n.; v.,B1,2
2751,shaped,adj.,B2,2
2752,share,v.; n.,A2,2
2753,sharp,adj.,B1,2
2754,sharply,adv.,B2,1
2755,shave,v.,B1,2
2756,she,pron.,A1,1
2757,sheep,n.,A1,3
2758,sheet,n.,A2,3
2759,shelf,n.,A2,3
2760,shell,n.,B2,3
2761,shelter,n.; v.,B2,2
2762,shift,v.; n.,B2,2
2763,shine,v.,B1,2
2764,shiny,adj.,B1,2
2765,ship,n.,A2,3
2766,shirt,n.,A1,3
2767,shock,n.; v.,B1,2
2768,shocked,adj.,B1,2
2769,shocking,adj.,B1,2
2770,shoe,n.,A1,3
2771,shoot,v.,B1,2
2772,shooting,n.,B2,3
2773,shop,n.; v.,A1,2
2774,shopping,n.,A1,3
2775,short,adj.,A1,2
2776,shortly,adv.,B1,1
2777,shot,n.,B2,3
